Title,"Actor Name",Role,"Released Year","Age Certification",Runtime,Genre,"Production Countries","IMDB Score","Number of Votes"
"Forrest Gump","Mark Matheisen",ACTOR,1994,PG-13,142,drama,US,8.8,1994599
"Forrest Gump","Al Harrington",ACTOR,1994,PG-13,142,drama,US,8.8,1994599
"Forrest Gump","Jed Gillin",ACTOR,1994,PG-13,142,drama,US,8.8,1994599
"Forrest Gump","Mike Jolly",ACTOR,1994,PG-13,142,drama,US,8.8,1994599
"Forrest Gump","Matt Wallace",ACTOR,1994,PG-13,142,drama,US,8.8,1994599
"Forrest Gump","Don Fischer",ACTOR,1994,PG-13,142,drama,US,8.8,1994599
"Forrest Gump","Michael Kemmerling",ACTOR,1994,PG-13,142,drama,US,8.8,1994599
"Forrest Gump","Steven Griffith",ACTOR,1994,PG-13,142,drama,US,8.8,1994599
"Forrest Gump","Daniel J. Gillooly",ACTOR,1994,PG-13,142,drama,US,8.8,1994599
"Forrest Gump","Michael Burgess",ACTOR,1994,PG-13,142,drama,US,8.8,1994599
"Forrest Gump","Michael McFall",ACTOR,1994,PG-13,142,drama,US,8.8,1994599
"Forrest Gump","Byron Minns",ACTOR,1994,PG-13,142,drama,US,8.8,1994599
"Forrest Gump","John William Galt",ACTOR,1994,PG-13,142,drama,US,8.8,1994599
"Forrest Gump","Stephen Bridgewater",ACTOR,1994,PG-13,142,drama,US,8.8,1994599
"Forrest Gump","Isabel Rose",ACTOR,1994,PG-13,142,drama,US,8.8,1994599
"Forrest Gump","Richard D'Alessandro",ACTOR,1994,PG-13,142,drama,US,8.8,1994599
"Forrest Gump","Geoffrey Blake",ACTOR,1994,PG-13,142,drama,US,8.8,1994599
"Forrest Gump","Vanessa Roth",ACTOR,1994,PG-13,142,drama,US,8.8,1994599
"Forrest Gump","Tiffany Salerno",ACTOR,1994,PG-13,142,drama,US,8.8,1994599
"Forrest Gump","Joe Alaskey",ACTOR,1994,PG-13,142,drama,US,8.8,1994599
"Forrest Gump","Lazarus Jackson",ACTOR,1994,PG-13,142,drama,US,8.8,1994599
"Forrest Gump","Nora Dunfee",ACTOR,1994,PG-13,142,drama,US,8.8,1994599
"Forrest Gump","Hallie D'Amore",ACTOR,1994,PG-13,142,drama,US,8.8,1994599
"Forrest Gump","Michael Mattison",ACTOR,1994,PG-13,142,drama,US,8.8,1994599
"Forrest Gump","Charles Boswell",ACTOR,1994,PG-13,142,drama,US,8.8,1994599
"Forrest Gump","Greg Brown",ACTOR,1994,PG-13,142,drama,US,8.8,1994599
"Forrest Gump","Bryan Hanna",ACTOR,1994,PG-13,142,drama,US,8.8,1994599
"Forrest Gump","Jacqueline Lovell",ACTOR,1994,PG-13,142,drama,US,8.8,1994599
"Forrest Gump","Brendan Shanahan",ACTOR,1994,PG-13,142,drama,US,8.8,1994599
"Forrest Gump","Robb Skyler",ACTOR,1994,PG-13,142,drama,US,8.8,1994599
"Forrest Gump","Mary Ellen Trainor",ACTOR,1994,PG-13,142,drama,US,8.8,1994599
"Forrest Gump","John Voldstad",ACTOR,1994,PG-13,142,drama,US,8.8,1994599
"Forrest Gump","Bob Harks",ACTOR,1994,PG-13,142,drama,US,8.8,1994599
Inception,"Lisa Reynolds",ACTOR,2010,PG-13,148,scifi,"GB, US",8.8,2268288
"Forrest Gump","Kevin Davis",ACTOR,1994,PG-13,142,drama,US,8.8,1994599
Inception,"Daniel Girondeaud",ACTOR,2010,PG-13,148,scifi,"GB, US",8.8,2268288
Inception,"Natasha Beaumont",ACTOR,2010,PG-13,148,scifi,"GB, US",8.8,2268288
"Anbe Sivam","Uma Riyaz Khan",ACTOR,2003,NULL,160,comedy,IN,8.7,20595
"Anbe Sivam","R.S. Shivaji",ACTOR,2003,NULL,160,comedy,IN,8.7,20595
"Anbe Sivam","Yugi Sethu",ACTOR,2003,NULL,160,comedy,IN,8.7,20595
"Anbe Sivam",Madhan,ACTOR,2003,NULL,160,comedy,IN,8.7,20595
"A Lion in the House","Al Fields",ACTOR,2006,NULL,225,documentation,US,8.7,312
"A Lion in the House","Alexandra Lougheed",ACTOR,2006,NULL,225,documentation,US,8.7,312
"A Lion in the House","Justin Ashcraft",ACTOR,2006,NULL,225,documentation,US,8.7,312
"A Lion in the House","Timothy Woods",ACTOR,2006,NULL,225,documentation,US,8.7,312
"A Lion in the House","Jen Moones",ACTOR,2006,NULL,225,documentation,US,8.7,312
"Anbe Sivam",Benjamin,ACTOR,2003,NULL,160,comedy,IN,8.7,20595
"Bye Bye London","Entesar Alsharah",ACTOR,1982,NULL,170,comedy,KW,8.7,154
"Anbe Sivam",Seema,ACTOR,2003,NULL,160,comedy,IN,8.7,20595
"Bye Bye London","Ganem Al-Saleh",ACTOR,1982,NULL,170,comedy,KW,8.7,154
"Bye Bye London","Mariam Al Ghadban",ACTOR,1982,NULL,170,comedy,KW,8.7,154
"Bye Bye London","Dawood Hussain",ACTOR,1982,NULL,170,comedy,KW,8.7,154
"Bye Bye London","Haifa Adel",ACTOR,1982,NULL,170,comedy,KW,8.7,154
"Anbe Sivam","Kiran Rathod",ACTOR,2003,NULL,160,comedy,IN,8.7,20595
"Anbe Sivam","Pasi Sathya",ACTOR,2003,NULL,160,comedy,IN,8.7,20595
"Bye Bye London","Mohammed Gaber",ACTOR,1982,NULL,170,comedy,KW,8.7,154
"Anbe Sivam","Nellai Siva",ACTOR,2003,NULL,160,comedy,IN,8.7,20595
"Bye Bye London","Abdulhussain Abdulredha",ACTOR,1982,NULL,170,comedy,KW,8.7,154
"Anbe Sivam",Muthukalai,ACTOR,2003,NULL,160,comedy,IN,8.7,20595
"Anbe Sivam","Balu Anand",ACTOR,2003,NULL,160,comedy,IN,8.7,20595
"A Second Chance","Bea Shaw",ACTOR,2015,NULL,130,romance,PH,8.6,47
"Best Wishes, Warmest Regards: A Schitt's Creek Farewell","Karen Robinson",ACTOR,2020,NULL,44,documentation,CA,8.6,1357
"Saving Private Ryan","Aiden Condron",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Martin Hub",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Valerie Colgan",ACTOR,1998,R,169,drama,US,8.6,1346020
"A Second Chance","Bodjie Pascua",ACTOR,2015,NULL,130,romance,PH,8.6,47
"A Second Chance","Melissa Mendez",ACTOR,2015,NULL,130,romance,PH,8.6,47
"Best Wishes, Warmest Regards: A Schitt's Creek Farewell","Phillip Picardi",ACTOR,2020,NULL,44,documentation,CA,8.6,1357
"Best Wishes, Warmest Regards: A Schitt's Creek Farewell","Johnny Weir",ACTOR,2020,NULL,44,documentation,CA,8.6,1357
"Saving Private Ryan","Paschal Friel",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Dorothy Grumbar",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Paul Hickey",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Vincent Ventresca",ACTOR,1998,R,169,drama,US,8.6,1346020
"Best Wishes, Warmest Regards: A Schitt's Creek Farewell","Rizwan Manji",ACTOR,2020,NULL,44,documentation,CA,8.6,1357
"Saving Private Ryan","David Vegh",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Dennis Farina",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","John Barnett",ACTOR,1998,R,169,drama,US,8.6,1346020
"A Second Chance","James Blanco",ACTOR,2015,NULL,130,romance,PH,8.6,47
"Saving Private Ryan","David Wohl",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Edward Burns",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Kathleen Byron",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Amanda Boxer",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Stephane Cornicard",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Ronald Longridge",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Mark Phillips",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Thomas Gizbert",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Maclean Burke",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Stephan Grothgar",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Lee Aaron Rosen",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","William Marsh",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Eric Loren",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Daniel Cerqueira",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Shane Johnson",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Mac Steinmeier",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Adam Shaw",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Gary Sefton",ACTOR,1998,R,169,drama,US,8.6,1346020
"A Second Chance","Marc Santiago",ACTOR,2015,NULL,130,romance,PH,8.6,47
"Saving Private Ryan","John Walters",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Neil Finnighan",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Anna Maguire",ACTOR,1998,R,169,drama,US,8.6,1346020
"A Second Chance","Billy Crawford",ACTOR,2015,NULL,130,romance,PH,8.6,47
"Saving Private Ryan","Nathan Fillion",ACTOR,1998,R,169,drama,US,8.6,1346020
"A Second Chance","Shamaine Buencamino",ACTOR,2015,NULL,130,romance,PH,8.6,47
"Saving Private Ryan","Jeremy Davies",ACTOR,1998,R,169,drama,US,8.6,1346020
"Best Wishes, Warmest Regards: A Schitt's Creek Farewell","Mark Pancer",ACTOR,2020,NULL,44,documentation,CA,8.6,1357
"Saving Private Ryan","John Sharian",ACTOR,1998,R,169,drama,US,8.6,1346020
"Best Wishes, Warmest Regards: A Schitt's Creek Farewell","Dave Itzkoff",ACTOR,2020,NULL,44,documentation,CA,8.6,1357
"Best Wishes, Warmest Regards: A Schitt's Creek Farewell","Rachel Giese",ACTOR,2020,NULL,44,documentation,CA,8.6,1357
"Best Wishes, Warmest Regards: A Schitt's Creek Farewell","Paula Abdul",ACTOR,2020,NULL,44,documentation,CA,8.6,1357
"Saving Private Ryan","Marc Cass",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Steve Griffin",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Markus Napier",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Paul Garcia",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Seamus McQuade",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Tilo Keiner",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Rob Freeman",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Nick Brooks",ACTOR,1998,R,169,drama,US,8.6,1346020
"Merku Thodarchi Malai","Thevaram Sornam",ACTOR,2018,NULL,122,drama,IN,8.6,1810
"Merku Thodarchi Malai","Anthony Vaathiyaar",ACTOR,2018,NULL,122,drama,IN,8.6,1810
"Merku Thodarchi Malai","Abu Valayankulam",ACTOR,2018,NULL,122,drama,IN,8.6,1810
"Merku Thodarchi Malai","Gayathri Krishna",ACTOR,2018,NULL,122,drama,IN,8.6,1810
"Merku Thodarchi Malai",Antony,ACTOR,2018,NULL,122,drama,IN,8.6,1810
"Saving Private Ryan","Harrison Young",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Harve Presnell",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Ryan Hurst",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Leland Orser",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Crofton Hardester",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Julian Spencer",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Joerg Stadler",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Rolf Saxon",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Sam Ellis",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Loclann Aiken",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Nina Muschallik",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Ian Porter",ACTOR,1998,R,169,drama,US,8.6,1346020
"Saving Private Ryan","Matthew Sharp",ACTOR,1998,R,169,drama,US,8.6,1346020
"Emicida: AmarElo - It's All for Yesterday","Marcos Valle",ACTOR,2020,NULL,89,music,BR,8.5,1472
"Emicida: AmarElo - It's All for Yesterday","Fernanda Montenegro",ACTOR,2020,NULL,89,music,BR,8.5,1472
"Emicida: AmarElo - It's All for Yesterday","Wilson Simonal",ACTOR,2020,NULL,89,music,BR,8.5,1472
"Ani... Dr. Kashinath Ghanekar","Prasad Oak",ACTOR,2018,NULL,159,drama,IN,8.5,1071
"Ani... Dr. Kashinath Ghanekar","Pradeep Velankar",ACTOR,2018,NULL,159,drama,IN,8.5,1071
"Ani... Dr. Kashinath Ghanekar","Subodh Bhave",ACTOR,2018,NULL,159,drama,IN,8.5,1071
"Emicida: AmarElo - It's All for Yesterday","Beth Carvalho",ACTOR,2020,NULL,89,music,BR,8.5,1472
"Emicida: AmarElo - It's All for Yesterday","Leci Brandão",ACTOR,2020,NULL,89,music,BR,8.5,1472
"Emicida: AmarElo - It's All for Yesterday","Jorge Aragão",ACTOR,2020,NULL,89,music,BR,8.5,1472
"K. D.","Mu Ramaswamy",ACTOR,2019,NULL,119,drama,IN,8.5,1750
"K. D.","Badava Gopi",ACTOR,2019,NULL,119,drama,IN,8.5,1750
"Emicida: AmarElo - It's All for Yesterday","Ruth de Souza",ACTOR,2020,NULL,89,music,BR,8.5,1472
"Springsteen On Broadway","Patti Scialfa",ACTOR,2018,NULL,153,documentation,US,8.5,2178
"Emicida: AmarElo - It's All for Yesterday","MC Tha",ACTOR,2020,NULL,89,music,BR,8.5,1472
"Emicida: AmarElo - It's All for Yesterday",Majur,ACTOR,2020,NULL,89,music,BR,8.5,1472
"Emicida: AmarElo - It's All for Yesterday","Lélia Gonzalez",ACTOR,2020,NULL,89,music,BR,8.5,1472
"Emicida: AmarElo - It's All for Yesterday","Fabiana Cozza",ACTOR,2020,NULL,89,music,BR,8.5,1472
"Emicida: AmarElo - It's All for Yesterday","Abdias do Nascimento",ACTOR,2020,NULL,89,music,BR,8.5,1472
"Emicida: AmarElo - It's All for Yesterday","Dona Ivone Lara",ACTOR,2020,NULL,89,music,BR,8.5,1472
"Ani... Dr. Kashinath Ghanekar","Suhas Palshikar",ACTOR,2018,NULL,159,drama,IN,8.5,1071
"Emicida: AmarElo - It's All for Yesterday","Zeca Pagodinho",ACTOR,2020,NULL,89,music,BR,8.5,1472
"Ani... Dr. Kashinath Ghanekar","Anand Ingle",ACTOR,2018,NULL,159,drama,IN,8.5,1071
"Emicida: AmarElo - It's All for Yesterday","Wilson das Neves",ACTOR,2020,NULL,89,music,BR,8.5,1472
"Emicida: AmarElo - It's All for Yesterday","Henrique Vieira",ACTOR,2020,NULL,89,music,BR,8.5,1472
"K. D.",Nagavishal,ACTOR,2019,NULL,119,drama,IN,8.5,1750
"Django Unchained","Fatimah Taliah",ACTOR,2012,R,165,western,US,8.4,1472668
"3 Idiots","Rahul Kumar",ACTOR,2009,PG-13,170,comedy,IN,8.4,385782
"3 Idiots","Mukund Bhatt",ACTOR,2009,PG-13,170,comedy,IN,8.4,385782
"3 Idiots","Chaitali Bose",ACTOR,2009,PG-13,170,comedy,IN,8.4,385782
Dangal,"Karamveer Choudhary",ACTOR,2016,PG,161,action,IN,8.4,180247
Dangal,"Anmol Charan",ACTOR,2016,PG,161,action,IN,8.4,180247
Dangal,"Ravi Aneja",ACTOR,2016,PG,161,action,IN,8.4,180247
Dangal,"Sumit Khanna",ACTOR,2016,PG,161,action,IN,8.4,180247
Dangal,"Meenu Prajapati",ACTOR,2016,PG,161,action,IN,8.4,180247
Dangal,Jagbir,ACTOR,2016,PG,161,action,IN,8.4,180247
Dangal,"Gurpreet Toti",ACTOR,2016,PG,161,action,IN,8.4,180247
Dangal,"Ansh Rathore",ACTOR,2016,PG,161,action,IN,8.4,180247
"3 Idiots","Farida Dadi",ACTOR,2009,PG-13,170,comedy,IN,8.4,385782
Dangal,"Girish Kulkarni",ACTOR,2016,PG,161,action,IN,8.4,180247
Dangal,"Ishika Gagneja",ACTOR,2016,PG,161,action,IN,8.4,180247
"Black Friday","Sharad Ponkshe",ACTOR,2004,R,143,crime,IN,8.4,20611
"Super Deluxe","Mirnalini Ravi",ACTOR,2019,NC-17,176,thriller,IN,8.4,13680
"Super Deluxe","Noble K. James",ACTOR,2019,NC-17,176,thriller,IN,8.4,13680
"Django Unchained","Tom Savini",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Shana Stein",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Misty Upham",ACTOR,2012,R,165,western,US,8.4,1472668
"Bo Burnham: Make Happy","Lorene Scafaria",ACTOR,2016,NULL,60,comedy,US,8.4,14356
"Kannathil Muthamittal","Delhi Kumar",ACTOR,2002,NULL,137,drama,IN,8.4,8376
"Single Slipper Size - 7","Deepa Venkat",ACTOR,2019,NULL,120,drama,IN,8.4,3073
"Black Friday","Raj Singh Chaudhary",ACTOR,2004,R,143,crime,IN,8.4,20611
Dangal,"Badrul Islam",ACTOR,2016,PG,161,action,IN,8.4,180247
"Super Deluxe",Jayanth,ACTOR,2019,NC-17,176,thriller,IN,8.4,13680
"Django Unchained","Jake Garber",ACTOR,2012,R,165,western,US,8.4,1472668
"Kannathil Muthamittal","P. S. Keerthana",ACTOR,2002,NULL,137,drama,IN,8.4,8376
"Django Unchained","Ted Neeley",ACTOR,2012,R,165,western,US,8.4,1472668
"Black Friday","Pankaj Jha",ACTOR,2004,R,143,crime,IN,8.4,20611
"Black Friday","Pratima Kazmi",ACTOR,2004,R,143,crime,IN,8.4,20611
"Black Friday","Goutam Maitra",ACTOR,2004,R,143,crime,IN,8.4,20611
"Black Friday","Savi Sidhu",ACTOR,2004,R,143,crime,IN,8.4,20611
"Kannathil Muthamittal","J. D. Chakravarthi",ACTOR,2002,NULL,137,drama,IN,8.4,8376
Dangal,"Mahesh Balraj",ACTOR,2016,PG,161,action,IN,8.4,180247
"I'm Glad I Did","Tilbe Saran",ACTOR,2020,NULL,123,documentation,TR,8.4,1387
"Django Unchained","Todd Allen",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Ned Bellamy",ACTOR,2012,R,165,western,US,8.4,1472668
"Kannathil Muthamittal","Sashi Kumar",ACTOR,2002,NULL,137,drama,IN,8.4,8376
"Black Friday","Ragesh Asthana",ACTOR,2004,R,143,crime,IN,8.4,20611
"Django Unchained","Don Johnson",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","David Steen",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Escalante Lundy",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Miriam F. Glover",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Tom Wopat",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Amari Cheatom",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Lil Chuuch",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained",Kinetic,ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Shannon Hazlett",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Jack Lucarelli",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Victoria Thomas",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Grace Collins",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Sharon Pierre-Louis",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Kim Collins",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Dave Coennen",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Danièle Watts",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Nicholas Dashnaw",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Jarrod Bunch",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Jakel Marshall",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Carl Singleton",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Mark Amos",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Monica Rene'e Anderson",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Catherine Lambert",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Takara Clark",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Tenaj L. Jackson",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Carl Bailey",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Seth Bailey",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","David G. Baker",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Richie J. Ladner",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Jordon Michael Corbin",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Mike DeMille",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Justin Hall",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Sandra Linz",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Kasey James",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Skipper Landry",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Cindy Mah",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Mark Ulano",ACTOR,2012,R,165,western,US,8.4,1472668
"Super Deluxe",Manushyaputhiran,ACTOR,2019,NC-17,176,thriller,IN,8.4,13680
"Django Unchained","Franco Nero",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","Nichole Galicia",ACTOR,2012,R,165,western,US,8.4,1472668
"Django Unchained","John Jarratt",ACTOR,2012,R,165,western,US,8.4,1472668
"Kannathil Muthamittal","Shefali Chowdhury",ACTOR,2002,NULL,137,drama,IN,8.4,8376
